sample,Phytol_%,Cholesterol_%,Cholestanol_%,Brassicasterol_%,Campesterol_plus_x_%,Campestanol_plus_x_%,Stigmasterol_%,Fungisterol_%,Sitosterol_plus_x_%,Chondrillasterol_%,Sitostanol_%,b_Amyrin_%,unknown_d5_unsaturated_C30_sterol_M498_%,a_Amyrin_plus_22_dihydrochondrillasterol_plus_Lupeol_%,Triterpenoid_mz_189_371_plus_x_%,Dinostanol_plus_x_%,maybe_Lanosterol_plus_x_%,Friedelin_plus_x_%,Tetrahymanol_%,Diplopterol_%
7_C_28-30_EDGE,0.147345189,0.029370065,0.014870606,0.018483099,0.050896566,0.007274473,0.017740806,0.015315982,0.122874258,0.061486615,0.034615603,0.08113264,0.036792997,0.056636967,0.058888589,0.003595173,0.01266847,0.182232966,0.01697377,0.030805165
8_B_48-50_EDGE,0.13002368,0.030574216,0.020049758,0.015753381,0.034970508,0.032006341,0.018551022,0.005528671,0.196067983,0,0.047959554,0.126926292,0.025178766,0.067909396,0.044462503,0.013831669,0.015753381,0.083562862,0.027709965,0.063180051
9_B_48-50_EDGE,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV
1_B_78-80_EDGE,0.250246557,0.04974979,0.032691675,0.026116813,0.04547613,0.021368302,0.034773715,0.018847938,0.163531431,0.047558169,0.061803704,0.043576725,0.020601235,0.081016912,0.035832999,0.004017971,0.010117982,0.012382657,0.017496439,0.022792855
2_B_78-80_EDGE,0.125807126,0.055364658,0.017749491,0.041001061,0.039043591,0.039175852,0.021161838,0.007512452,0.16339584,0.022775428,0.039863612,0.065310722,0.038699711,0.059861549,0.083721521,0.004150365,0.013279053,0.100941966,0.015474594,0.04570957
3_B_58-60_EDGE,0.141600478,0.040481681,0.023457739,0.020781735,0.051014889,0.022262078,0.020041563,0.010191591,0.153158539,0.037464059,0.040595553,0.119850827,0.028525066,0.053918638,0.034161756,0.013750107,0.012810658,0.08585988,0.031998178,0.058074985
5_B_88-90_EDGE,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV
8_B_28-30_EDGE,0.121991283,0.039860707,0.022120502,0.019382816,0.045555093,0.031866664,0.021299196,0.007446506,0.163275586,0.032468955,0.033454522,0.140114764,0.023763114,0.064937909,0.045883615,0.01399505,0.012210079,0.070851311,0.029567008,0.059955321
1_C_8-10_EDGE,0.189866159,0.042236805,0.024434516,0.023262656,0.033560059,0.012591255,0.020869071,0.009125544,0.217591854,0,0.066122791,0.03121634,0.043009734,0.076445127,0.135561695,0.002797503,0.004263574,0.037050704,0.013364184,0.01663043
2_B_18-20_EDGE,0.166500407,0.055932604,0.022430704,0.074384597,0.033530731,0.022142392,0.027043702,0.010609896,0.183020707,0.017702381,0.040738541,0.033847875,0.03606788,0.069886924,0.084417868,0.014836556,0.006083391,0.05933469,0.009889115,0.031599038
3_A_68-70_EDGE,0.168156287,0.05225097,0.01925952,0.04271914,0.033927223,0.021218116,0.019237758,0.011490426,0.155969472,0.027224475,0.03821437,0.080607077,0.027529145,0.052490354,0.018497844,0.011061711,0.030467038,0.129202003,0.025222355,0.035254715
4_A_58-60_EDGE,0.106364343,0.032026088,0.022054431,0.039257785,0.039033198,0.018056785,0.015631246,0.007411367,0.266360031,0,0.078290984,0.096841859,0.020302653,0.07065503,0.040425637,0.009347306,0.013475212,0.073529742,0.01796695,0.032969353
4_B_8-10_EDGE,0.029017366,0.015314721,0.009232798,0.01648714,0.031875137,0.006814685,0.019711292,0.003810361,0.338023009,0,0.054737305,0.102293544,0.010258665,0.075987397,0.037297575,0.003077599,0.041401041,0.156224811,0.008866418,0.039569136
5_A_98-100_EDGE,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV
6_C_28-30_EDGE,0.123166992,0.056161924,0.025459543,0.026134757,0.038804951,0.019938675,0.026809971,0.010843144,0.21857077,0.026373068,0.052070921,0.048416822,0.036540997,0.093497291,0.071334382,0.001636401,0.00834088,0.073796927,0.014298651,0.027802933
